ApName,Super Build／SS7,,,,,,,,,,,,,,
Version,1. 1. 1.14,,,,,,,,,,,,,,
工事名,佐川急便株式会社九州航空営業所新築工事,,,,,,,,,,,,,,
略称,倉庫棟,,,,,,,,,,,,,,
結果名,結果1,,,,,,,,,,,,,,
出力日時,2020/9/1 17:02,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
name=基礎フーチング材料,,,,,,,,,,,,,,,
材料,Fc,長期許容応力度,,,短期許容応力度,,,,,,,,,,
,または,圧縮,引張,せん断,圧縮,引張,せん断,付着(fb),,,,,,,
,F値,,,,,,,上端筋,その他,,,,,,
,,,,,,,,,,,,,,,
,N/mm2,N/mm2,N/mm2,N/mm2,N/mm2,N/mm2,N/mm2,N/mm2,N/mm2,,,,,,
<data>,,,,,,,,,,,,,,,
Fc24(普通),24,8,,0.73,16,,1.1,1.2,1.5,<RE>,,,,,
SD295A(D13),295,195,195,195,295,295,295,,,<RE>,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
name=独立基礎断面リスト,,,,,,,,,,,,,,,
符号,コンクリート,,,,配筋,,,,,,設計支持力,,,,
,Lx×Ly,せい,Df,材料,X方向,,,Y方向,,,支持力度,,,,
,,,,,本数-径,材料,dt,本数-径,材料,dt,長期,短期,,,
,mm,mm,mm,,,,mm,,,mm,kN/m2,kN/m2,,,
,,,,y,0,6.1,0,,,,,,6.1,,<RE>
1SL,9,G,F3,x,0,18.2,0,,,1000,,,18.2,考慮しない,
,,,,y,0,4.1,0,,,,,,4.1,,<RE>
1SL,1,H,F3,x,0,-35.2,0,,,1000,,,-35.2,考慮しない,
,,,,y,0,44.7,0,,,,,,44.7,,<RE>
1SL,2,H,F4,x,0,3.5,0,,,1000,,,3.5,考慮しない,
,,,,y,0,51.5,0,,,,,,51.5,,<RE>
1SL,3,H,F3,x,0,0.8,0,,,1000,,,0.8,考慮しない,
,,,,y,0,32.2,0,,,,,,32.2,,<RE>
1SL,4,H,F3,x,0,2.8,0,,,1000,,,2.8,考慮しない,
,,,,y,0,31.3,0,,,,,,31.3,,<RE>
1SL,5,H,F4,x,0,-14.4,0,,,1000,,,-14.4,考慮しない,
,,,,y,0,35.4,0,,,,,,35.4,,<RE>
1SL,6,H,F4,x,0,-1.1,0,,,1000,,,-1.1,考慮しない,
,,,,y,0,37.2,0,,,,,,37.2,,<RE>
1SL,7,H,F3,x,0,25,0,,,1000,,,25,考慮しない,
,,,,y,0,36.3,0,,,,,,36.3,,<RE>
1SL,8,H,F3,x,0,-3.4,0,,,1000,,,-3.4,考慮しない,
,,,,y,0,36.7,0,,,,,,36.7,,<RE>
1SL,9,H,F2,x,0,13.4,0,,,1000,,,13.4,考慮しない,
,,,,y,0,26.2,0,,,,,,26.2,,<RE>
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
name=基礎設計用曲げ応力表,case=L-Wy,,,,,,,,,,,,,,
層,X軸,Y軸,符号,方向,支点M,支点Q,偏心M,杭頭M,杭頭Q,h1,h2,M1,M2,曲げの考慮,
,,,,,kNm,kN,kNm,kNm,kN,mm,mm,kNm,kNm,,
<data>,,,,,,,,,,,,,,,
1SL,7,A,F3,x,0,-2.6,0,,,1000,,,-2.6,考慮しない,
,,,,y,0,-32.7,0,,,,,,-32.7,,<RE>
1SL,8,A,F3,x,0,4.7,0,,,1000,,,4.7,考慮しない,
,,,,y,0,-48.7,0,,,,,,-48.7,,<RE>
1SL,9,A,F2,x,0,13.4,0,,,1000,,,13.4,考慮しない,
,,,,y,0,-30,0,,,,,,-30,,<RE>
1SL,7,B,F4,x,0,-6.4,0,,,1000,,,-6.4,考慮しない,
,,,,y,0,-0.1,0,,,,,,-0.1,,<RE>
1SL,8,B,F6,x,0,3,0,,,1000,,,3,考慮しない,
,,,,y,0,9,0,,,,,,9,,<RE>
1SL,9,B,F4,x,0,19.9,0,,,1000,,,19.9,考慮しない,
,,,,y,0,-0.1,0,,,,,,-0.1,,<RE>
1SL,7,C,F4,x,0,-6,0,,,1000,,,-6,考慮しない,
,,,,y,0,-17,0,,,,,,-17,,<RE>
1SL,8,C,F6,x,0,1.1,0,,,1000,,,1.1,考慮しない,
,,,,y,0,-36.4,0,,,,,,-36.4,,<RE>
1SL,9,C,F4,x,0,20.3,0,,,1000,,,20.3,考慮しない,
,,,,y,0,-16.3,0,,,,,,-16.3,,<RE>
1SL,7,D,F4,x,0,-6.9,0,,,1000,,,-6.9,考慮しない,
,,,,y,0,-3.5,0,,,,,,-3.5,,<RE>
1SL,8,D,F6,x,0,-1.1,0,,,1000,,,-1.1,考慮しない,
,,,,y,0,10.6,0,,,,,,10.6,,<RE>
1SL,9,D,F4,x,0,21.5,0,,,1000,,,21.5,考慮しない,
,,,,y,0,-5,0,,,,,,-5,,<RE>
1SL,7,E,F4,x,0,-7.8,0,,,1000,,,-7.8,考慮しない,
,,,,y,0,-23.6,0,,,,,,-23.6,,<RE>
1SL,8,E,F6,x,0,-1.4,0,,,1000,,,-1.4,考慮しない,
,,,,y,0,-12.6,0,,,,,,-12.6,,<RE>
1SL,9,E,F4,x,0,19.1,0,,,1000,,,19.1,考慮しない,
,,,,y,0,-1.7,0,,,,,,-1.7,,<RE>
1SL,1,F,F3,x,0,-28.2,0,,,1000,,,-28.2,考慮しない,
,,,,y,0,-27.6,0,,,,,,-27.6,,<RE>
1SL,2,F,F4,x,0,1.7,0,,,1000,,,1.7,考慮しない,
,,,,y,0,-27,0,,,,,,-27,,<RE>
1SL,3,F,F3,x,0,-0.4,0,,,1000,,,-0.4,考慮しない,
,,,,y,0,-16,0,,,,,,-16,,<RE>
1SL,4,F,F3,x,0,1.7,0,,,1000,,,1.7,考慮しない,
,,,,y,0,-15.1,0,,,,,,-15.1,,<RE>
1SL,5,F,F4,x,0,-18.1,0,,,1000,,,-18.1,考慮しない,
,,,,y,0,-14.7,0,,,,,,-14.7,,<RE>
1SL,6,F,F6,x,0,30.9,0,,,1000,,,30.9,考慮しない,
,,,,y,0,-13.8,0,,,,,,-13.8,,<RE>
1SL,1,G,F4,x,0,-43.4,0,,,1000,,,-43.4,考慮しない,
,,,,y,0,-25.2,0,,,,,,-25.2,,<RE>
1SL,2,G,F6,x,0,5.4,0,,,1000,,,5.4,考慮しない,
,,,,y,0,-26,0,,,,,,-26,,<RE>
1SL,3,G,F4,x,0,-4.9,0,,,1000,,,-4.9,考慮しない,
,,,,y,0,-20.1,0,,,,,,-20.1,,<RE>
1SL,4,G,F4,x,0,4.7,0,,,1000,,,4.7,考慮しない,
,,,,y,0,-18.9,0,,,,,,-18.9,,<RE>
1SL,5,G,F6,x,0,-25.9,0,,,1000,,,-25.9,考慮しない,
,,,,y,0,-18.3,0,,,,,,-18.3,,<RE>
1SL,6,G,F6,x,0,8.2,0,,,1000,,,8.2,考慮しない,
,,,,y,0,-17.6,0,,,,,,-17.6,,<RE>
1SL,7,G,F6,x,0,18.7,0,,,1000,,,18.7,考慮しない,
,,,,y,0,-0.7,0,,,,,,-0.7,,<RE>
1SL,8,G,F6,x,0,-4.4,0,,,1000,,,-4.4,考慮しない,
,,,,y,0,-4.1,0,,,,,,-4.1,,<RE>
1SL,9,G,F3,x,0,20.3,0,,,1000,,,20.3,考慮しない,
,,,,y,0,-5.8,0,,,,,,-5.8,,<RE>
1SL,1,H,F3,x,0,-40.6,0,,,1000,,,-40.6,考慮しない,
,,,,y,0,4,0,,,,,,4,,<RE>
1SL,2,H,F4,x,0,0.5,0,,,1000,,,0.5,考慮しない,
,,,,y,0,-3,0,,,,,,-3,,<RE>
1SL,3,H,F3,x,0,-2.2,0,,,1000,,,-2.2,考慮しない,
,,,,y,0,-11.8,0,,,,,,-11.8,,<RE>
1SL,4,H,F3,x,0,-0.2,0,,,1000,,,-0.2,考慮しない,
,,,,y,0,-11,0,,,,,,-11,,<RE>
1SL,5,H,F4,x,0,-17.2,0,,,1000,,,-17.2,考慮しない,
,,,,y,0,-12.5,0,,,,,,-12.5,,<RE>
1SL,6,H,F4,x,0,-4.4,0,,,1000,,,-4.4,考慮しない,
,,,,y,0,-14.5,0,,,,,,-14.5,,<RE>
1SL,7,H,F3,x,0,20.4,0,,,1000,,,20.4,考慮しない,
,,,,y,0,-7.9,0,,,,,,-7.9,,<RE>
1SL,8,H,F3,x,0,-6.6,0,,,1000,,,-6.6,考慮しない,
,,,,y,0,2.4,0,,,,,,2.4,,<RE>
1SL,9,H,F2,x,0,14.4,0,,,1000,,,14.4,考慮しない,
,,,,y,0,5.8,0,,,,,,5.8,,<RE>
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
name=基礎設計用曲げ応力表,case=L+Ex,,,,,,,,,,,,,,
層,X軸,Y軸,符号,方向,支点M,支点Q,偏心M,杭頭M,杭頭Q,h1,h2,M1,M2,曲げの考慮,
,,,,,kNm,kN,kNm,kNm,kN,mm,mm,kNm,kNm,,
<data>,,,,,,,,,,,,,,,
1SL,7,A,F3,x,0,54.9,0,,,1000,,,54.9,考慮しない,
,,,,y,0,-27.3,0,,,,,,-27.3,,<RE>
1SL,8,A,F3,x,0,78,0,,,1000,,,78,考慮しない,
,,,,y,0,-40.6,0,,,,,,-40.6,,<RE>
1SL,9,A,F2,x,0,59.6,0,,,1000,,,59.6,考慮しない,
,,,,y,0,-26,0,,,,,,-26,,<RE>
1SL,7,B,F4,x,0,58.9,0,,,1000,,,58.9,考慮しない,
,,,,y,0,4.9,0,,,,,,4.9,,<RE>
1SL,8,B,F6,x,0,77.9,0,,,1000,,,77.9,考慮しない,
,,,,y,0,13.5,0,,,,,,13.5,,<RE>
1SL,9,B,F4,x,0,62.4,0,,,1000,,,62.4,考慮しない,
,,,,y,0,2.6,0,,,,,,2.6,,<RE>
1SL,7,C,F4,x,0,62.1,0,,,1000,,,62.1,考慮しない,
,,,,y,0,-14,0,,,,,,-14,,<RE>
1SL,8,C,F6,x,0,77.6,0,,,1000,,,77.6,考慮しない,
,,,,y,0,-34.2,0,,,,,,-34.2,,<RE>
1SL,9,C,F4,x,0,62.7,0,,,1000,,,62.7,考慮しない,
,,,,y,0,-15.2,0,,,,,,-15.2,,<RE>
1SL,7,D,F4,x,0,65.2,0,,,1000,,,65.2,考慮しない,
,,,,y,0,1.1,0,,,,,,1.1,,<RE>
1SL,8,D,F6,x,0,77.7,0,,,1000,,,77.7,考慮しない,
,,,,y,0,14.3,0,,,,,,14.3,,<RE>
1SL,9,D,F4,x,0,63.6,0,,,1000,,,63.6,考慮しない,
,,,,y,0,-3,0,,,,,,-3,,<RE>
1SL,7,E,F4,x,0,65.1,0,,,1000,,,65.1,考慮しない,
,,,,y,0,-20.5,0,,,,,,-20.5,,<RE>
1SL,8,E,F6,x,0,80.9,0,,,1000,,,80.9,考慮しない,
,,,,y,0,-8.6,0,,,,,,-8.6,,<RE>
1SL,9,E,F4,x,0,63.4,0,,,1000,,,63.4,考慮しない,
,,,,y,0,0.6,0,,,,,,0.6,,<RE>
1SL,1,F,F3,x,0,24.7,0,,,1000,,,24.7,考慮しない,
,,,,y,0,-6,0,,,,,,-6,,<RE>
1SL,2,F,F4,x,0,71,0,,,1000,,,71,考慮しない,
,,,,y,0,-1.9,0,,,,,,-1.9,,<RE>
1SL,3,F,F3,x,0,61.7,0,,,1000,,,61.7,考慮しない,
,,,,y,0,6.2,0,,,,,,6.2,,<RE>
1SL,4,F,F3,x,0,63.9,0,,,1000,,,63.9,考慮しない,
,,,,y,0,5.6,0,,,,,,5.6,,<RE>
1SL,5,F,F4,x,0,56.7,0,,,1000,,,56.7,考慮しない,
,,,,y,0,8.5,0,,,,,,8.5,,<RE>
1SL,6,F,F6,x,0,97.3,0,,,1000,,,97.3,考慮しない,
,,,,y,0,10.9,0,,,,,,10.9,,<RE>
1SL,1,G,F4,x,0,30.2,0,,,1000,,,30.2,考慮しない,
,,,,y,0,-8.9,0,,,,,,-8.9,,<RE>
1SL,2,G,F6,x,0,81.6,0,,,1000,,,81.6,考慮しない,
,,,,y,0,-13.4,0,,,,,,-13.4,,<RE>
1SL,3,G,F4,x,0,73.5,0,,,1000,,,73.5,考慮しない,
,,,,y,0,-9.1,0,,,,,,-9.1,,<RE>
1SL,4,G,F4,x,0,83.1,0,,,1000,,,83.1,考慮しない,
,,,,y,0,-9.5,0,,,,,,-9.5,,<RE>
1SL,5,G,F6,x,0,60,0,,,1000,,,60,考慮しない,
,,,,y,0,-10.3,0,,,,,,-10.3,,<RE>
1SL,6,G,F6,x,0,98.7,0,,,1000,,,98.7,考慮しない,
,,,,y,0,-11.8,0,,,,,,-11.8,,<RE>
1SL,7,G,F6,x,0,108.3,0,,,1000,,,108.3,考慮しない,
,,,,y,0,5.7,0,,,,,,5.7,,<RE>
1SL,8,G,F6,x,0,77.3,0,,,1000,,,77.3,考慮しない,
,,,,y,0,-0.8,0,,,,,,-0.8,,<RE>
1SL,9,G,F3,x,0,64,0,,,1000,,,64,考慮しない,
,,,,y,0,-3.9,0,,,,,,-3.9,,<RE>
1SL,1,H,F3,x,0,19.6,0,,,1000,,,19.6,考慮しない,
,,,,y,0,32.2,0,,,,,,32.2,,<RE>
1SL,2,H,F4,x,0,72.5,0,,,1000,,,72.5,考慮しない,
,,,,y,0,33.9,0,,,,,,33.9,,<RE>
1SL,3,H,F3,x,0,62.3,0,,,1000,,,62.3,考慮しない,
,,,,y,0,16.6,0,,,,,,16.6,,<RE>
1SL,4,H,F3,x,0,64.9,0,,,1000,,,64.9,考慮しない,
,,,,y,0,16,0,,,,,,16,,<RE>
1SL,5,H,F4,x,0,58,0,,,1000,,,58,考慮しない,
,,,,y,0,17.7,0,,,,,,17.7,,<RE>
1SL,6,H,F4,x,0,73.4,0,,,1000,,,73.4,考慮しない,
,,,,y,0,17.7,0,,,,,,17.7,,<RE>
1SL,7,H,F3,x,0,100.5,0,,,1000,,,100.5,考慮しない,
,,,,y,0,18,0,,,,,,18,,<RE>
1SL,8,H,F3,x,0,67.5,0,,,1000,,,67.5,考慮しない,
,,,,y,0,22.5,0,,,,,,22.5,,<RE>
1SL,9,H,F2,x,0,64.7,0,,,1000,,,64.7,考慮しない,
,,,,y,0,16.3,0,,,,,,16.3,,<RE>
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
name=基礎設計用曲げ応力表,case=L-Ex,,,,,,,,,,,,,,
層,X軸,Y軸,符号,方向,支点M,支点Q,偏心M,杭頭M,杭頭Q,h1,h2,M1,M2,曲げの考慮,
,,,,,kNm,kN,kNm,kNm,kN,mm,mm,kNm,kNm,,
<data>,,,,,,,,,,,,,,,
1SL,7,A,F3,x,0,-50.2,0,,,1000,,,-50.2,考慮しない,
,,,,y,0,-25.5,0,,,,,,-25.5,,<RE>
1SL,8,A,F3,x,0,-77,0,,,1000,,,-77,考慮しない,
,,,,y,0,-37.1,0,,,,,,-37.1,,<RE>
1SL,9,A,F2,x,0,-49.7,0,,,1000,,,-49.7,考慮しない,
,,,,y,0,-22.3,0,,,,,,-22.3,,<RE>
1SL,7,B,F4,x,0,-47.6,0,,,1000,,,-47.6,考慮しない,
,,,,y,0,7.3,0,,,,,,7.3,,<RE>
1SL,8,B,F6,x,0,-79.2,0,,,1000,,,-79.2,考慮しない,
,,,,y,0,17.8,0,,,,,,17.8,,<RE>
1SL,9,B,F4,x,0,-48.4,0,,,1000,,,-48.4,考慮しない,
,,,,y,0,7.5,0,,,,,,7.5,,<RE>
1SL,7,C,F4,x,0,-45.7,0,,,1000,,,-45.7,考慮しない,
,,,,y,0,-11.7,0,,,,,,-11.7,,<RE>
1SL,8,C,F6,x,0,-81.5,0,,,1000,,,-81.5,考慮しない,
,,,,y,0,-29.8,0,,,,,,-29.8,,<RE>
1SL,9,C,F4,x,0,-49.4,0,,,1000,,,-49.4,考慮しない,
,,,,y,0,-10.5,0,,,,,,-10.5,,<RE>
1SL,7,D,F4,x,0,-44.4,0,,,1000,,,-44.4,考慮しない,
,,,,y,0,3.2,0,,,,,,3.2,,<RE>
1SL,8,D,F6,x,0,-84,0,,,1000,,,-84,考慮しない,
,,,,y,0,18.8,0,,,,,,18.8,,<RE>
1SL,9,D,F4,x,0,-50.4,0,,,1000,,,-50.4,考慮しない,
,,,,y,0,1.8,0,,,,,,1.8,,<RE>
1SL,7,E,F4,x,0,-57,0,,,1000,,,-57,考慮しない,
,,,,y,0,-17.1,0,,,,,,-17.1,,<RE>
1SL,8,E,F6,x,0,-85.1,0,,,1000,,,-85.1,考慮しない,
,,,,y,0,-4.4,0,,,,,,-4.4,,<RE>
1SL,9,E,F4,x,0,-52.1,0,,,1000,,,-52.1,考慮しない,
,,,,y,0,5.3,0,,,,,,5.3,,<RE>
1SL,1,F,F3,x,0,-74.5,0,,,1000,,,-74.5,考慮しない,
,,,,y,0,-14.6,0,,,,,,-14.6,,<RE>
1SL,2,F,F4,x,0,-68.7,0,,,1000,,,-68.7,考慮しない,
,,,,y,0,-7.5,0,,,,,,-7.5,,<RE>
1SL,3,F,F3,x,0,-62.4,0,,,1000,,,-62.4,考慮しない,
,,,,y,0,2,0,,,,,,2,,<RE>
1SL,4,F,F3,x,0,-60.2,0,,,1000,,,-60.2,考慮しない,
,,,,y,0,2.7,0,,,,,,2.7,,<RE>
1SL,5,F,F4,x,0,-96.5,0,,,1000,,,-96.5,考慮しない,
,,,,y,0,6.7,0,,,,,,6.7,,<RE>
1SL,6,F,F6,x,0,-28.8,0,,,1000,,,-28.8,考慮しない,
,,,,y,0,11,0,,,,,,11,,<RE>
1SL,1,G,F4,x,0,-91.1,0,,,1000,,,-91.1,考慮しない,
,,,,y,0,-20,0,,,,,,-20,,<RE>
1SL,2,G,F6,x,0,-71.2,0,,,1000,,,-71.2,考慮しない,
,,,,y,0,-21.6,0,,,,,,-21.6,,<RE>
1SL,3,G,F4,x,0,-81.6,0,,,1000,,,-81.6,考慮しない,
,,,,y,0,-15.1,0,,,,,,-15.1,,<RE>
1SL,4,G,F4,x,0,-72.5,0,,,1000,,,-72.5,考慮しない,
,,,,y,0,-13.6,0,,,,,,-13.6,,<RE>
1SL,5,G,F6,x,0,-113.4,0,,,1000,,,-113.4,考慮しない,
,,,,y,0,-12.6,0,,,,,,-12.6,,<RE>
1SL,6,G,F6,x,0,-81.8,0,,,1000,,,-81.8,考慮しない,
,,,,y,0,-11.7,0,,,,,,-11.7,,<RE>
1SL,7,G,F6,x,0,-64,0,,,1000,,,-64,考慮しない,
,,,,y,0,8.6,0,,,,,,8.6,,<RE>
1SL,8,G,F6,x,0,-85.5,0,,,1000,,,-85.5,考慮しない,
,,,,y,0,3.6,0,,,,,,3.6,,<RE>
1SL,9,G,F3,x,0,-54.4,0,,,1000,,,-54.4,考慮しない,
,,,,y,0,1.3,0,,,,,,1.3,,<RE>
1SL,1,H,F3,x,0,-81.9,0,,,1000,,,-81.9,考慮しない,
,,,,y,0,24.1,0,,,,,,24.1,,<RE>
1SL,2,H,F4,x,0,-70.4,0,,,1000,,,-70.4,考慮しない,
,,,,y,0,27.7,0,,,,,,27.7,,<RE>
1SL,3,H,F3,x,0,-64.4,0,,,1000,,,-64.4,考慮しない,
,,,,y,0,12.8,0,,,,,,12.8,,<RE>
1SL,4,H,F3,x,0,-63,0,,,1000,,,-63,考慮しない,
,,,,y,0,13.3,0,,,,,,13.3,,<RE>
1SL,5,H,F4,x,0,-92.5,0,,,1000,,,-92.5,考慮しない,
,,,,y,0,16,0,,,,,,16,,<RE>
1SL,6,H,F4,x,0,-80,0,,,1000,,,-80,考慮しない,
,,,,y,0,17.8,0,,,,,,17.8,,<RE>
1SL,7,H,F3,x,0,-52.8,0,,,1000,,,-52.8,考慮しない,
,,,,y,0,20.1,0,,,,,,20.1,,<RE>
1SL,8,H,F3,x,0,-78.8,0,,,1000,,,-78.8,考慮しない,
,,,,y,0,25.6,0,,,,,,25.6,,<RE>
1SL,9,H,F2,x,0,-53.5,0,,,1000,,,-53.5,考慮しない,
,,,,y,0,20.3,0,,,,,,20.3,,<RE>
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
name=基礎設計用曲げ応力表,case=L+Ey,,,,,,,,,,,,,,
層,X軸,Y軸,符号,方向,支点M,支点Q,偏心M,杭頭M,杭頭Q,h1,h2,M1,M2,曲げの考慮,
,,,,,kNm,kN,kNm,kNm,kN,mm,mm,kNm,kNm,,
<data>,,,,,,,,,,,,,,,
1SL,7,A,F3,x,0,-0.7,0,,,1000,,,-0.7,考慮しない,
,,,,y,0,24.9,0,,,,,,24.9,,<RE>
1SL,8,A,F3,x,0,-4,0,,,1000,,,-4,考慮しない,
,,,,y,0,23.9,0,,,,,,23.9,,<RE>
1SL,9,A,F2,x,0,1.9,0,,,1000,,,1.9,考慮しない,
,,,,y,0,26.2,0,,,,,,26.2,,<RE>
1SL,7,B,F4,x,0,3.3,0,,,1000,,,3.3,考慮しない,
,,,,y,0,73.1,0,,,,,,73.1,,<RE>
1SL,8,B,F6,x,0,-4.2,0,,,1000,,,-4.2,考慮しない,
,,,,y,0,91.7,0,,,,,,91.7,,<RE>
1SL,9,B,F4,x,0,4.6,0,,,1000,,,4.6,考慮しない,
,,,,y,0,70.9,0,,,,,,70.9,,<RE>
1SL,7,C,F4,x,0,6.5,0,,,1000,,,6.5,考慮しない,
,,,,y,0,51.8,0,,,,,,51.8,,<RE>
1SL,8,C,F6,x,0,-4.5,0,,,1000,,,-4.5,考慮しない,
,,,,y,0,46,0,,,,,,46,,<RE>
1SL,9,C,F4,x,0,4.9,0,,,1000,,,4.9,考慮しない,
,,,,y,0,50.6,0,,,,,,50.6,,<RE>
1SL,7,D,F4,x,0,9.6,0,,,1000,,,9.6,考慮しない,
,,,,y,0,66.9,0,,,,,,66.9,,<RE>
1SL,8,D,F6,x,0,-4.4,0,,,1000,,,-4.4,考慮しない,
,,,,y,0,96.6,0,,,,,,96.6,,<RE>
1SL,9,D,F4,x,0,5.8,0,,,1000,,,5.8,考慮しない,
,,,,y,0,62.9,0,,,,,,62.9,,<RE>
1SL,7,E,F4,x,0,4.1,0,,,1000,,,4.1,考慮しない,
,,,,y,0,61.5,0,,,,,,61.5,,<RE>
1SL,8,E,F6,x,0,-2.1,0,,,1000,,,-2.1,考慮しない,
,,,,y,0,69.1,0,,,,,,69.1,,<RE>
1SL,9,E,F4,x,0,5.7,0,,,1000,,,5.7,考慮しない,
,,,,y,0,66.1,0,,,,,,66.1,,<RE>
1SL,1,F,F3,x,0,-24.8,0,,,1000,,,-24.8,考慮しない,
,,,,y,0,60.1,0,,,,,,60.1,,<RE>
1SL,2,F,F4,x,0,1.5,0,,,1000,,,1.5,考慮しない,
,,,,y,0,54.9,0,,,,,,54.9,,<RE>
1SL,3,F,F3,x,0,-0.1,0,,,1000,,,-0.1,考慮しない,
,,,,y,0,62.1,0,,,,,,62.1,,<RE>
1SL,4,F,F3,x,0,2.2,0,,,1000,,,2.2,考慮しない,
,,,,y,0,61.5,0,,,,,,61.5,,<RE>
1SL,5,F,F4,x,0,-19.6,0,,,1000,,,-19.6,考慮しない,
,,,,y,0,69.4,0,,,,,,69.4,,<RE>
1SL,6,F,F6,x,0,34.5,0,,,1000,,,34.5,考慮しない,
,,,,y,0,77.5,0,,,,,,77.5,,<RE>
1SL,1,G,F4,x,0,-29.6,0,,,1000,,,-29.6,考慮しない,
,,,,y,0,76.1,0,,,,,,76.1,,<RE>
1SL,2,G,F6,x,0,6.3,0,,,1000,,,6.3,考慮しない,
,,,,y,0,69.1,0,,,,,,69.1,,<RE>
1SL,3,G,F4,x,0,-3,0,,,1000,,,-3,考慮しない,
,,,,y,0,71,0,,,,,,71,,<RE>
1SL,4,G,F4,x,0,6.5,0,,,1000,,,6.5,考慮しない,
,,,,y,0,70.6,0,,,,,,70.6,,<RE>
1SL,5,G,F6,x,0,-25.5,0,,,1000,,,-25.5,考慮しない,
,,,,y,0,71.5,0,,,,,,71.5,,<RE>
1SL,6,G,F6,x,0,9.8,0,,,1000,,,9.8,考慮しない,
,,,,y,0,72.2,0,,,,,,72.2,,<RE>
1SL,7,G,F6,x,0,23.5,0,,,1000,,,23.5,考慮しない,
,,,,y,0,93.2,0,,,,,,93.2,,<RE>
1SL,8,G,F6,x,0,-2.9,0,,,1000,,,-2.9,考慮しない,
,,,,y,0,79.5,0,,,,,,79.5,,<RE>
1SL,9,G,F3,x,0,5.7,0,,,1000,,,5.7,考慮しない,
,,,,y,0,66.4,0,,,,,,66.4,,<RE>
1SL,1,H,F3,x,0,-29.8,0,,,1000,,,-29.8,考慮しない,
,,,,y,0,94,0,,,,,,94,,<RE>
1SL,2,H,F4,x,0,3,0,,,1000,,,3,考慮しない,
,,,,y,0,96.5,0,,,,,,96.5,,<RE>
1SL,3,H,F3,x,0,0.7,0,,,1000,,,0.7,考慮しない,
,,,,y,0,68.7,0,,,,,,68.7,,<RE>
1SL,4,H,F3,x,0,2.7,0,,,1000,,,2.7,考慮しない,
,,,,y,0,68,0,,,,,,68,,<RE>
1SL,5,H,F4,x,0,-15.3,0,,,1000,,,-15.3,考慮しない,
,,,,y,0,74,0,,,,,,74,,<RE>
1SL,6,H,F4,x,0,-1.4,0,,,1000,,,-1.4,考慮しない,
,,,,y,0,73.4,0,,,,,,73.4,,<RE>
1SL,7,H,F3,x,0,25.9,0,,,1000,,,25.9,考慮しない,
,,,,y,0,80.9,0,,,,,,80.9,,<RE>
1SL,8,H,F3,x,0,-3.8,0,,,1000,,,-3.8,考慮しない,
,,,,y,0,79.8,0,,,,,,79.8,,<RE>
1SL,9,H,F2,x,0,7.2,0,,,1000,,,7.2,考慮しない,
,,,,y,0,73,0,,,,,,73,,<RE>
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
name=基礎設計用曲げ応力表,case=L-Ey,,,,,,,,,,,,,,
層,X軸,Y軸,符号,方向,支点M,支点Q,偏心M,杭頭M,杭頭Q,h1,h2,M1,M2,曲げの考慮,
,,,,,kNm,kN,kNm,kNm,kN,mm,mm,kNm,kNm,,
<data>,,,,,,,,,,,,,,,
1SL,7,A,F3,x,0,5.4,0,,,1000,,,5.4,考慮しない,
,,,,y,0,-77.7,0,,,,,,-77.7,,<RE>
1SL,8,A,F3,x,0,5,0,,,1000,,,5,考慮しない,
,,,,y,0,-101.5,0,,,,,,-101.5,,<RE>
1SL,9,A,F2,x,0,8.2,0,,,1000,,,8.2,考慮しない,
,,,,y,0,-74.4,0,,,,,,-74.4,,<RE>
1SL,7,B,F4,x,0,8,0,,,1000,,,8,考慮しない,
,,,,y,0,-61,0,,,,,,-61,,<RE>
1SL,8,B,F6,x,0,2.9,0,,,1000,,,2.9,考慮しない,
,,,,y,0,-60.5,0,,,,,,-60.5,,<RE>
1SL,9,B,F4,x,0,9.5,0,,,1000,,,9.5,考慮しない,
,,,,y,0,-60.8,0,,,,,,-60.8,,<RE>
1SL,7,C,F4,x,0,9.9,0,,,1000,,,9.9,考慮しない,
,,,,y,0,-77.4,0,,,,,,-77.4,,<RE>
1SL,8,C,F6,x,0,0.6,0,,,1000,,,0.6,考慮しない,
,,,,y,0,-109.9,0,,,,,,-109.9,,<RE>
1SL,9,C,F4,x,0,8.5,0,,,1000,,,8.5,考慮しない,
,,,,y,0,-76.3,0,,,,,,-76.3,,<RE>
1SL,7,D,F4,x,0,11.3,0,,,1000,,,11.3,考慮しない,
,,,,y,0,-62.7,0,,,,,,-62.7,,<RE>
1SL,8,D,F6,x,0,-1.9,0,,,1000,,,-1.9,考慮しない,
,,,,y,0,-63.6,0,,,,,,-63.6,,<RE>
1SL,9,D,F4,x,0,7.5,0,,,1000,,,7.5,考慮しない,
,,,,y,0,-64.2,0,,,,,,-64.2,,<RE>
1SL,7,E,F4,x,0,4.2,0,,,1000,,,4.2,考慮しない,
